flower_power,team
26.03,NE
25.01,SF
21.95,CHI
21.82,DEN
21.75,HOU
21.17,NYG
18.16,ATL
17.77,SEA
17.57,GB
17.22,BAL
16.85,TB
14.77,WAS
14.21,DAL
13.70,CIN
13.30,NO
13.02,MIN
12.82,DET
12.66,PIT
12.06,SD
11.80,CAR
11.31,STL
10.26,ARI
9.27,NYJ
9.15,CLE
8.90,MIA
6.97,IND
6.89,BUF
5.12,PHI
4.46,TEN
1.80,JAC
0.32,KC
0.00,OAK
