flower_power,team
23.56,TEN
22.68,PIT
22.20,GB
21.24,NYJ
19.78,IND
19.33,NYG
19.05,BAL
18.76,NE
18.35,ATL
18.28,PHI
18.25,DET
17.77,SD
17.49,KC
16.60,OAK
15.97,CLE
15.45,NO
13.66,MIN
13.51,MIA
13.28,CHI
13.11,WAS
11.70,CIN
11.61,HOU
9.92,STL
8.29,TB
7.14,SF
6.87,JAC
6.58,DAL
6.35,DEN
6.18,BUF
5.58,SEA
5.27,ARI
0.00,CAR
