flower_power,team
26.43,PIT
24.74,TEN
23.85,NYJ
22.01,BAL
20.93,NE
20.27,IND
18.42,ATL
18.36,PHI
17.14,GB
17.13,DET
16.51,NYG
16.39,KC
15.55,CHI
15.49,DEN
14.95,MIN
14.71,SD
14.68,DAL
13.04,WAS
12.87,SEA
11.95,CIN
11.57,NO
11.42,MIA
11.20,HOU
10.59,CLE
8.41,STL
6.29,SF
6.13,OAK
5.33,TB
5.18,JAC
2.43,ARI
0.32,BUF
0.00,CAR
