flower_power,team
29.76,BAL
28.88,SF
26.54,GB
25.52,NE
25.30,DET
22.58,DAL
22.23,BUF
20.98,NO
20.85,NYJ
19.04,OAK
18.75,HOU
18.52,CHI
17.26,TEN
17.20,PIT
17.18,CIN
17.10,PHI
14.27,WAS
13.67,ATL
13.53,NYG
11.57,SD
11.36,SEA
10.75,CAR
10.50,DEN
9.74,TB
8.09,MIN
7.42,ARI
7.37,JAC
6.83,MIA
6.39,CLE
1.82,STL
1.71,IND
0.00,KC
