flower_power,team
34.18,DEN
31.45,IND
27.65,KC
27.32,SD
26.56,BAL
25.07,SEA
24.67,GB
24.49,PHI
24.19,ARI
23.51,DAL
22.08,SF
21.98,NE
21.04,MIA
20.18,DET
19.16,HOU
18.28,CIN
18.16,BUF
17.73,NYG
15.74,CHI
14.32,CLE
13.73,WAS
12.70,NO
12.69,PIT
12.63,TEN
12.33,NYJ
11.99,CAR
11.51,MIN
11.05,ATL
9.06,OAK
9.00,STL
7.64,JAC
0.00,TB
