flower_power,team
39.38,CIN
33.51,ARI
32.89,SEA
32.84,BAL
31.86,SD
30.27,DEN
26.90,IND
25.61,NYG
23.96,KC
23.26,DET
23.16,ATL
23.01,SF
22.18,DAL
22.02,BUF
20.98,CLE
20.55,HOU
20.50,GB
20.25,PHI
17.22,NO
17.10,CHI
16.81,PIT
16.08,TEN
15.68,MIN
14.59,MIA
13.10,WAS
13.07,CAR
11.90,NE
10.86,NYJ
3.43,STL
2.37,TB
1.47,OAK
0.00,JAC
