flower_power,team
30.81,GB
27.46,SF
25.87,DET
25.68,CHI
25.67,HOU
25.65,BAL
24.97,NO
24.82,NE
23.28,DAL
22.04,PIT
20.45,ATL
20.44,CIN
20.23,NYJ
20.12,PHI
18.33,BUF
17.98,NYG
16.93,TEN
13.83,SEA
13.71,MIA
13.38,JAC
13.34,SD
13.06,ARI
12.81,WAS
12.72,CAR
12.48,OAK
11.93,DEN
11.77,MIN
11.28,TB
9.29,CLE
7.86,STL
4.55,KC
0.00,IND
