flower_power,team
24.43,NE
22.09,DEN
21.09,GB
19.95,SEA
18.54,BAL
18.50,KC
18.46,MIA
18.37,IND
17.08,PHI
16.80,BUF
15.69,ARI
15.20,SD
14.83,DET
13.28,HOU
12.99,PIT
12.78,DAL
12.73,STL
10.93,SF
10.28,CIN
10.18,MIN
10.10,CLE
9.64,ATL
9.17,NYG
9.12,NO
7.08,CAR
6.17,CHI
4.87,NYJ
3.73,OAK
3.36,WAS
2.05,TB
0.52,TEN
0.00,JAC
