flower_power,team
27.10,DEN
26.48,CAR
26.20,SEA
25.61,NO
24.41,SF
22.83,KC
20.29,CIN
19.93,NE
19.60,GB
18.78,IND
18.73,DAL
18.60,DET
17.41,ARI
16.84,CHI
16.56,PHI
15.88,STL
15.88,BAL
15.33,SD
15.08,TEN
14.96,MIA
13.51,CLE
11.84,BUF
11.29,TB
11.03,ATL
10.70,HOU
10.59,WAS
9.93,PIT
9.63,NYG
9.16,MIN
8.94,NYJ
7.92,OAK
0.00,JAC
