flower_power,team
31.60,BAL
30.72,GB
30.39,NE
28.32,DET
27.99,SF
26.97,BUF
26.39,NO
25.12,OAK
24.08,NYJ
23.71,DAL
22.20,HOU
20.97,CIN
20.84,PIT
19.47,TEN
18.69,CHI
16.46,WAS
15.54,PHI
15.51,SD
14.80,CAR
14.46,DEN
13.11,MIN
12.74,ATL
12.45,NYG
12.04,SEA
9.75,MIA
9.68,ARI
9.04,JAC
8.21,TB
5.89,CLE
3.37,KC
1.40,IND
0.00,STL
