flower_power,team
27.96,CHI
26.28,SF
25.90,HOU
24.24,GB
24.14,NYG
21.61,NE
21.53,DEN
20.71,SEA
20.66,ATL
17.53,STL
17.45,MIN
16.81,WAS
16.18,DAL
16.03,ARI
15.12,DET
14.88,MIA
14.71,TB
14.44,NYJ
14.37,BAL
12.47,PIT
12.17,NO
12.17,SD
11.16,PHI
11.08,CAR
8.07,IND
7.97,CIN
6.81,CLE
4.92,BUF
4.39,OAK
3.24,TEN
2.62,JAC
0.00,KC
