flower_power,team
26.66,NE
23.05,GB
21.89,PIT
20.38,SD
20.07,PHI
19.74,ATL
19.40,BAL
18.51,NYJ
17.58,NYG
17.17,CHI
16.91,IND
16.71,TEN
15.84,NO
14.90,MIA
14.50,DET
13.60,KC
13.43,CLE
13.00,OAK
12.12,HOU
11.97,DAL
11.30,JAC
10.73,BUF
10.70,TB
10.65,MIN
10.22,CIN
9.68,WAS
7.05,STL
6.70,SF
4.36,SEA
4.03,DEN
1.60,ARI
0.00,CAR
