flower_power,team
35.57,GB
34.02,BAL
31.43,NO
30.50,NE
28.60,BUF
28.12,DET
27.35,TEN
25.65,OAK
25.59,HOU
25.55,NYJ
23.31,DAL
21.33,CHI
21.23,CIN
21.16,SF
20.42,WAS
19.95,DEN
19.24,NYG
18.55,CAR
18.13,PIT
16.09,ARI
14.22,JAC
13.92,PHI
13.18,TB
12.27,ATL
11.76,SD
10.52,MIA
9.23,CLE
8.52,MIN
7.16,SEA
5.28,IND
3.03,STL
0.00,KC
