flower_power,team
27.56,DEN
25.88,CAR
25.79,SEA
25.13,NO
23.73,SF
22.63,KC
20.74,CIN
20.22,NE
18.75,IND
18.53,DAL
17.08,GB
16.74,PHI
16.51,DET
16.50,ARI
16.25,CHI
15.59,BAL
15.27,STL
15.16,SD
14.99,MIA
14.48,TEN
13.04,BUF
11.94,CLE
11.63,TB
11.51,NYG
11.29,PIT
10.29,WAS
9.65,ATL
9.40,HOU
9.13,OAK
8.51,MIN
7.44,NYJ
0.00,JAC
