flower_power,team
26.05,NE
22.34,CIN
21.25,ARI
16.68,DEN
16.54,PIT
16.02,CAR
15.54,NYJ
15.15,GB
14.75,PHI
14.00,SEA
12.99,BUF
12.82,KC
12.61,STL
12.51,OAK
11.41,ATL
10.86,NYG
10.58,BAL
10.40,MIN
8.58,IND
7.90,WAS
7.72,DAL
7.47,NO
7.07,MIA
6.28,SD
5.99,CLE
4.28,HOU
4.18,CHI
3.96,TEN
3.43,JAC
2.62,SF
1.92,TB
0.00,DET
