flower_power,team
27.17,DEN
26.69,SEA
25.13,IND
23.20,SF
23.10,KC
22.28,NO
22.06,GB
21.35,CAR
21.30,DAL
17.62,SD
15.90,TEN
15.89,DET
15.85,CIN
15.80,NE
15.35,BAL
15.15,MIA
14.49,ARI
12.80,OAK
12.44,PHI
12.22,CHI
11.48,ATL
11.40,BUF
10.80,STL
10.78,WAS
10.27,CLE
9.05,HOU
7.69,NYJ
7.65,PIT
6.53,TB
4.88,NYG
3.88,MIN
0.00,JAC
