flower_power,team
34.67,NE
31.12,ATL
29.49,NYG
28.20,ARI
25.40,BUF
23.78,PIT
22.97,NYJ
22.46,CIN
22.20,PHI
22.20,DAL
19.42,GB
19.24,WAS
18.18,DEN
18.04,STL
16.20,BAL
15.92,SEA
15.51,CAR
11.98,NO
11.39,MIN
11.19,IND
10.93,TEN
10.73,KC
10.11,OAK
9.52,MIA
8.95,CLE
8.80,SD
6.59,HOU
6.47,JAC
6.39,DET
5.20,SF
3.85,CHI
0.00,TB
