flower_power,team
27.38,DEN
24.59,KC
24.35,IND
24.35,NE
22.85,MIA
22.02,PHI
21.76,GB
21.18,ARI
19.65,SEA
19.63,BAL
19.56,SD
18.10,DET
17.72,BUF
17.47,DAL
16.45,SF
16.44,HOU
16.09,NO
15.09,PIT
14.48,CLE
12.37,NYG
11.77,CIN
11.50,WAS
10.92,MIN
9.11,ATL
8.63,NYJ
8.57,CHI
7.67,TEN
7.22,OAK
7.14,STL
6.97,CAR
4.27,JAC
0.00,TB
