flower_power,team
27.01,NE
25.20,SF
24.35,SEA
22.80,DEN
20.58,ATL
20.15,NYG
19.86,CHI
19.65,HOU
18.84,GB
16.78,WAS
15.66,BAL
15.38,NO
15.23,CIN
14.78,MIN
14.49,DAL
14.03,CAR
13.74,TB
12.73,PIT
12.18,STL
11.44,MIA
11.13,SD
10.84,DET
10.42,ARI
9.73,NYJ
8.96,CLE
7.81,IND
6.64,BUF
5.82,PHI
4.89,TEN
1.99,OAK
0.37,JAC
0.00,KC
