flower_power,team
25.17,DEN
24.32,IND
24.03,NE
23.27,KC
22.83,MIA
20.66,PHI
20.26,BAL
20.12,ARI
18.42,SD
18.00,GB
17.20,BUF
16.98,SEA
16.50,DET
15.97,DAL
15.94,HOU
15.73,PIT
15.53,NO
14.62,SF
14.56,CIN
12.75,NYG
11.81,CLE
10.57,WAS
10.54,CHI
9.87,MIN
8.88,ATL
7.29,CAR
6.98,TEN
6.83,OAK
6.50,NYJ
5.62,STL
4.37,JAC
0.00,TB
