flower_power,team
32.83,DEN
29.96,NO
29.76,IND
29.48,SEA
26.06,KC
24.24,GB
24.11,MIA
23.51,BAL
23.18,SF
21.97,NE
20.86,CAR
20.22,DET
20.12,CLE
19.68,DAL
19.16,CIN
19.02,TEN
18.57,CHI
18.56,ARI
16.49,SD
16.47,ATL
15.91,BUF
15.76,OAK
14.82,TB
14.78,NYJ
14.63,MIN
14.40,PHI
13.87,HOU
13.40,WAS
7.59,PIT
7.24,STL
3.51,NYG
0.00,JAC
