flower_power,team
31.32,DEN
26.33,KC
26.04,IND
24.83,BAL
24.52,SD
22.45,NE
22.18,ARI
21.75,PHI
21.51,SEA
19.93,DAL
19.58,MIA
19.37,SF
19.11,GB
19.02,HOU
18.29,BUF
18.05,DET
17.55,CIN
16.19,NYG
15.54,PIT
15.28,NO
14.46,CLE
13.36,WAS
11.62,CHI
10.90,CAR
10.61,ATL
10.34,MIN
9.66,TEN
7.71,NYJ
7.21,OAK
5.97,STL
5.61,JAC
0.00,TB
