flower_power,team
25.05,NE
24.28,GB
22.37,PIT
19.95,PHI
19.56,ATL
19.55,BAL
18.80,NYJ
18.01,SD
17.44,CHI
17.18,NYG
16.54,TEN
16.53,IND
15.66,NO
15.17,KC
15.17,MIA
14.43,CLE
13.81,DET
13.43,OAK
13.38,MIN
12.69,HOU
11.99,DAL
11.09,JAC
10.76,TB
10.10,WAS
10.05,CIN
9.68,BUF
8.48,STL
7.40,DEN
7.08,SF
5.96,SEA
0.33,ARI
0.00,CAR
