flower_power,team
23.72,SEA
22.12,DEN
20.95,SF
20.63,CAR
19.11,NO
17.57,ARI
17.27,KC
16.71,NE
15.99,CIN
14.95,IND
13.48,STL
13.47,SD
12.71,PHI
11.45,MIA
10.41,DAL
10.34,TEN
9.55,DET
8.95,TB
8.77,PIT
7.89,BUF
7.72,BAL
7.71,ATL
7.38,GB
7.26,CHI
5.14,NYG
4.17,MIN
3.57,NYJ
3.56,CLE
3.15,HOU
3.12,OAK
2.09,WAS
0.00,JAC
