flower_power,team
26.62,SF
26.57,CHI
25.16,NE
24.91,HOU
23.80,DEN
23.14,NYG
22.18,GB
21.97,ATL
19.86,SEA
17.98,TB
16.87,DAL
16.41,PIT
15.68,MIA
15.43,BAL
15.26,CAR
15.19,DET
14.11,MIN
13.66,WAS
13.48,ARI
13.07,NYJ
13.04,NO
12.93,SD
12.52,STL
9.50,PHI
9.24,CIN
8.76,IND
7.37,CLE
6.75,OAK
5.97,BUF
3.21,JAC
2.52,TEN
0.00,KC
