week,home_team,away_team,point_diff
11,CAR,NE,4
12,ATL,NO,-4
12,BAL,NYJ,16
12,CLE,PIT,-16
12,DET,TB,-3
12,GB,MIN,0
12,HOU,JAC,-7
12,KC,SD,-3
12,MIA,CAR,-4
12,STL,CHI,21
12,ARI,IND,29
12,OAK,TEN,-4
12,NYG,DAL,-3
12,NE,DEN,3
12,WAS,SF,-21
13,DET,GB,30
13,DAL,OAK,7
13,BAL,PIT,2
13,CAR,TB,21
13,CLE,JAC,-4
13,IND,TEN,8
13,KC,DEN,-7
13,MIN,CHI,3
13,NYJ,MIA,-20
13,PHI,ARI,3
13,BUF,ATL,-3
13,SF,STL,10
13,HOU,NE,-3
13,SD,CIN,-7
13,WAS,NYG,-7
13,SEA,NO,27
14,JAC,HOU,7
14,BAL,MIN,3
14,CIN,IND,14
14,NE,CLE,1
14,NYJ,OAK,10
14,NO,CAR,18
14,PHI,DET,14
14,PIT,MIA,-6
14,TB,BUF,21
14,WAS,KC,-35
14,DEN,TEN,23
14,ARI,STL,20
14,SD,NYG,23
14,SF,SEA,2
14,GB,ATL,1
14,CHI,DAL,17
15,DEN,SD,-7
15,ATL,WAS,1
15,CLE,CHI,-7
15,IND,HOU,22
15,JAC,BUF,-7
15,MIA,NE,4
15,MIN,PHI,18
15,NYG,SEA,-23
15,STL,NO,11
15,TB,SF,-19
15,TEN,ARI,-3
15,CAR,NYJ,10
15,OAK,KC,-25
15,DAL,GB,-1
15,PIT,CIN,10
15,DET,BAL,-2
16,BUF,MIA,19
16,CAR,NO,4
16,CIN,MIN,28
16,HOU,DEN,-24
16,JAC,TEN,-4
16,KC,IND,-16
16,NYJ,CLE,11
16,PHI,CHI,43
16,STL,TB,10
16,WAS,DAL,-1
16,DET,NYG,-3
16,SEA,ARI,-7
16,GB,PIT,-7
16,SD,OAK,13
16,BAL,NE,-34
16,SF,ATL,10
17,ATL,CAR,-1
17,CHI,GB,-5
17,CIN,BAL,17
17,DAL,PHI,-2
17,IND,JAC,20
17,MIA,NYJ,-13
17,MIN,DET,1
17,NE,BUF,14
17,NO,TB,25
17,NYG,WAS,14
17,PIT,CLE,13
17,TEN,HOU,6
17,ARI,SF,-3
17,OAK,DEN,-20
17,SD,KC,3
17,SEA,STL,18
