flower_power,team
26.92,NE
23.32,GB
22.98,PIT
20.20,ATL
19.81,PHI
19.79,BAL
19.77,SD
18.22,NYG
18.21,NYJ
16.87,IND
16.62,NO
16.41,TEN
15.87,CHI
15.75,MIA
14.54,DET
14.01,CLE
13.24,KC
13.06,OAK
12.70,HOU
12.48,MIN
12.28,DAL
11.54,JAC
11.38,TB
10.37,CIN
10.33,BUF
9.86,WAS
8.27,STL
8.05,SF
5.01,SEA
4.69,DEN
2.79,ARI
0.00,CAR
