flower_power,team
26.71,SF
26.27,NE
23.96,DEN
23.78,HOU
22.53,CHI
21.27,GB
20.46,SEA
19.46,NYG
19.13,ATL
17.86,BAL
17.52,TB
15.23,DAL
15.20,MIN
14.58,WAS
14.35,NO
14.18,PIT
13.95,DET
13.14,ARI
13.02,CIN
12.83,SD
12.40,CAR
11.87,NYJ
11.53,STL
9.31,MIA
8.65,CLE
8.50,BUF
7.64,IND
6.22,TEN
6.05,PHI
2.56,JAC
1.77,OAK
0.00,KC
