flower_power,team
24.70,PHI
20.42,MIN
19.05,PIT
17.03,ATL
15.99,DEN
15.19,BUF
14.82,NE
14.38,GB
13.92,DAL
12.45,ARI
11.83,OAK
11.06,DET
9.85,SEA
9.70,NYG
9.37,SD
9.19,TEN
9.04,CAR
8.22,WAS
8.00,BAL
7.98,NO
7.96,CIN
7.35,KC
6.38,HOU
5.77,IND
4.68,CHI
4.48,LA
3.63,SF
3.60,NYJ
2.71,TB
2.68,MIA
1.34,JAC
0.00,CLE
