flower_power,team
27.73,NE
24.17,GB
21.94,PIT
19.79,BAL
19.33,ATL
18.45,NYJ
18.39,SD
17.91,PHI
17.17,CHI
16.43,NO
16.06,IND
15.34,NYG
14.99,DET
14.29,MIA
14.14,TEN
14.06,KC
13.27,CLE
11.96,OAK
11.85,MIN
11.69,TB
11.57,CIN
10.62,DAL
10.50,HOU
9.87,BUF
9.64,JAC
9.31,WAS
7.20,STL
6.00,SF
3.80,DEN
3.07,SEA
1.92,ARI
0.00,CAR
