flower_power,team
26.65,GB
24.17,PIT
22.80,PHI
22.66,NYJ
22.31,NE
21.97,TEN
21.33,BAL
20.61,ATL
20.57,IND
18.95,SD
18.10,CHI
17.87,NYG
16.93,DET
16.31,CLE
16.29,NO
16.03,KC
15.76,MIA
14.34,OAK
14.10,WAS
12.77,DAL
12.74,MIN
12.58,HOU
11.94,BUF
11.71,CIN
11.05,TB
10.91,JAC
9.03,DEN
8.80,STL
7.21,SEA
6.33,SF
3.31,ARI
0.00,CAR
