flower_power,team
27.09,GB
22.89,NO
22.71,HOU
22.39,BAL
22.02,NE
21.68,SF
20.09,PIT
19.02,DET
17.78,NYJ
17.49,CHI
16.98,ATL
16.10,DAL
15.37,CIN
14.71,SD
14.54,TEN
14.44,PHI
13.95,MIA
13.47,NYG
12.10,SEA
12.04,DEN
10.93,ARI
10.40,JAC
10.34,CAR
10.22,BUF
9.92,OAK
9.05,WAS
8.23,MIN
7.85,CLE
5.65,TB
3.93,KC
2.37,STL
0.00,IND
