flower_power,team
29.80,GB
26.39,NE
25.91,HOU
25.49,NO
25.48,SF
25.34,BAL
23.89,DET
23.28,CHI
21.04,DAL
20.83,PIT
19.50,NYJ
19.40,ATL
19.20,CIN
17.67,PHI
17.07,MIA
16.63,TEN
15.50,BUF
15.08,NYG
14.65,OAK
13.77,DEN
13.65,SD
12.96,SEA
12.91,JAC
12.61,WAS
11.93,TB
11.87,CAR
11.71,ARI
10.62,MIN
10.53,CLE
5.56,STL
5.02,KC
0.00,IND
