flower_power,team
29.33,SF
28.63,GB
28.11,NO
25.54,DET
25.52,BAL
24.40,NE
22.48,CHI
22.35,BUF
22.28,HOU
22.11,DAL
18.88,ATL
18.85,NYJ
17.50,PHI
17.33,PIT
17.11,CIN
15.46,CAR
14.11,SD
13.20,NYG
12.77,WAS
12.66,OAK
12.42,TB
12.16,MIN
11.27,SEA
11.19,TEN
10.68,JAC
9.67,DEN
8.25,KC
7.53,ARI
6.33,MIA
4.64,CLE
0.79,STL
0.00,IND
