flower_power,team
24.02,GB
21.96,NE
21.71,NO
21.67,SF
19.13,BAL
18.87,HOU
17.68,PIT
17.20,DET
16.76,ATL
16.24,DAL
15.65,PHI
15.14,NYJ
14.71,SD
14.26,CHI
13.47,SEA
13.47,MIA
13.46,CIN
11.94,NYG
11.09,TEN
10.77,CAR
10.21,ARI
10.12,WAS
9.75,DEN
8.94,BUF
8.56,OAK
7.29,JAC
6.53,CLE
6.06,MIN
4.25,KC
3.41,TB
1.99,STL
0.00,IND
