flower_power,team
19.94,NE
19.26,CIN
18.83,ARI
17.87,KC
16.66,CAR
15.23,DEN
14.31,GB
13.84,SEA
13.82,PIT
12.17,MIN
10.85,BUF
10.11,NYJ
9.11,CHI
7.73,OAK
7.43,HOU
7.23,IND
6.96,BAL
6.67,STL
6.64,NYG
6.52,ATL
6.23,DET
4.82,WAS
4.21,SD
2.77,PHI
2.53,TB
2.28,MIA
2.21,JAC
1.99,DAL
1.40,CLE
1.07,SF
0.83,TEN
0.00,NO
