flower_power,team
25.27,NE
23.20,SF
21.45,DEN
20.88,HOU
20.10,CHI
19.88,NYG
17.88,SEA
17.85,ATL
16.97,GB
16.11,BAL
15.89,TB
14.56,WAS
13.82,CIN
12.99,PIT
12.88,DAL
12.38,NO
11.87,MIN
11.85,STL
11.30,DET
11.20,SD
9.94,ARI
9.79,CAR
9.50,MIA
9.14,NYJ
8.30,CLE
7.23,BUF
6.96,IND
4.66,PHI
3.96,TEN
1.09,KC
0.41,JAC
0.00,OAK
