flower_power,team
29.71,GB
29.27,DET
28.64,SF
25.70,BAL
25.15,NO
24.91,CHI
22.68,HOU
22.33,BUF
22.26,NE
22.21,NYJ
22.09,PHI
21.57,ATL
21.04,CIN
20.11,DAL
19.52,PIT
17.14,NYG
16.10,CAR
15.07,SD
15.03,MIN
14.37,TB
14.22,WAS
12.82,TEN
12.54,MIA
12.53,JAC
11.49,ARI
11.37,SEA
11.21,DEN
11.14,OAK
8.65,CLE
6.82,STL
6.30,KC
0.00,IND
