flower_power,team
23.86,GB
23.57,NYJ
22.86,TEN
22.30,NE
21.94,PIT
21.55,PHI
20.80,BAL
19.57,IND
19.57,ATL
18.11,SD
17.84,DET
17.11,MIA
17.08,NYG
16.93,OAK
16.60,CLE
15.69,NO
15.44,KC
15.26,CHI
13.92,MIN
13.34,CIN
11.22,WAS
10.45,HOU
10.40,DEN
9.71,STL
9.44,DAL
9.10,BUF
8.96,JAC
8.95,TB
8.57,SF
8.13,SEA
3.93,ARI
0.00,CAR
