flower_power,team
24.79,NE
21.09,ARI
19.59,CIN
19.52,NYJ
17.70,GB
16.27,PIT
15.79,PHI
15.50,CAR
14.60,ATL
14.24,SEA
13.94,DEN
12.11,STL
11.09,NYG
10.98,BUF
9.67,MIN
9.34,BAL
9.27,MIA
8.68,WAS
8.65,KC
8.38,NO
8.12,DAL
8.00,OAK
6.34,SD
5.93,IND
5.68,CLE
3.87,TEN
2.97,SF
2.13,CHI
2.07,DET
1.64,HOU
0.93,JAC
0.00,TB
