flower_power,team
25.04,SEA
21.70,DEN
21.67,SF
20.71,CAR
19.25,NO
18.79,KC
16.54,ARI
15.79,CIN
14.83,NE
13.69,IND
13.64,STL
13.55,SD
12.67,MIA
11.42,DET
11.35,DAL
10.85,CHI
10.76,PHI
10.63,BAL
10.59,TEN
9.10,GB
9.04,PIT
8.97,TB
7.28,ATL
6.78,BUF
6.38,MIN
5.18,CLE
4.99,NYG
3.84,HOU
3.16,OAK
2.88,NYJ
2.34,WAS
0.00,JAC
